y,x
125,68.5
126,68.5
127,68.5
128,68.5
129,68.5
130,68.5
131,68.5
132,68.5
133,68.5
134,68.5
135,68.5
136,68.5
137,68.5
138,68.5
139,68.5
140,68.5
141,68.5
142,68.5
125,69.5
126,69.5
127,69.5
128,69.5
129,69.5
130,69.5
131,69.5
132,69.5
133,69.5
134,69.5
135,69.5
136,69.5
137,69.5
138,69.5
139,69.5
140,69.5
141,69.5
142,69.5
125,70.5
126,70.5
127,70.5
128,70.5
129,70.5
130,70.5
131,70.5
132,70.5
133,70.5
134,70.5
135,70.5
136,70.5
137,70.5
138,70.5
139,70.5
140,70.5
141,70.5
142,70.5
125,71.5
126,71.5
127,71.5
128,71.5
129,71.5
130,71.5
131,71.5
132,71.5
133,71.5
134,71.5
135,71.5
136,71.5
137,71.5
138,71.5
139,71.5
140,71.5
141,71.5
142,71.5
125,72.5
126,72.5
127,72.5
128,72.5
129,72.5
130,72.5
131,72.5
132,72.5
133,72.5
134,72.5
135,72.5
136,72.5
137,72.5
138,72.5
139,72.5
140,72.5
141,72.5
142,72.5
125,73.5
126,73.5
127,73.5
128,73.5
129,73.5
130,73.5
131,73.5
132,73.5
133,73.5
134,73.5
135,73.5
136,73.5
137,73.5
138,73.5
139,73.5
140,73.5
141,73.5
142,73.5
125,74.5
126,74.5
127,74.5
128,74.5
129,74.5
130,74.5
131,74.5
132,74.5
133,74.5
134,74.5
135,74.5
136,74.5
137,74.5
138,74.5
139,74.5
140,74.5
141,74.5
142,74.5
125,75.5
126,75.5
127,75.5
128,75.5
129,75.5
130,75.5
131,75.5
132,75.5
133,75.5
134,75.5
135,75.5
136,75.5
137,75.5
138,75.5
139,75.5
140,75.5
141,75.5
142,75.5
125,76.5
126,76.5
127,76.5
128,76.5
129,76.5
130,76.5
131,76.5
132,76.5
133,76.5
134,76.5
135,76.5
136,76.5
137,76.5
138,76.5
139,76.5
140,76.5
141,76.5
142,76.5
125,77.5
126,77.5
127,77.5
128,77.5
129,77.5
130,77.5
131,77.5
132,77.5
133,77.5
134,77.5
135,77.5
136,77.5
137,77.5
138,77.5
139,77.5
140,77.5
141,77.5
142,77.5
125,78.5
126,78.5
127,78.5
128,78.5
129,78.5
130,78.5
131,78.5
132,78.5
133,78.5
134,78.5
135,78.5
136,78.5
137,78.5
138,78.5
139,78.5
140,78.5
141,78.5
142,78.5
125,79.5
126,79.5
127,79.5
128,79.5
129,79.5
130,79.5
131,79.5
132,79.5
133,79.5
134,79.5
135,79.5
136,79.5
137,79.5
138,79.5
139,79.5
140,79.5
141,79.5
142,79.5
125,80.5
126,80.5
127,80.5
128,80.5
129,80.5
130,80.5
131,80.5
132,80.5
133,80.5
134,80.5
135,80.5
136,80.5
137,80.5
138,80.5
139,80.5
140,80.5
141,80.5
142,80.5
125,81.5
126,81.5
127,81.5
128,81.5
129,81.5
130,81.5
131,81.5
132,81.5
133,81.5
134,81.5
135,81.5
136,81.5
137,81.5
138,81.5
139,81.5
140,81.5
141,81.5
142,81.5
